season,week,contestant,interval_width,certainty,point_estimate,voting_method,has_judges_save,rule_era
16,3,Sean Lowe,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,3,Victor Ortiz,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,4,Ingo Rademacher,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,4,Alexandra Raisman,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,4,Andy Dick,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,4,Lisa Vanderpump,0.1640929498069498,0.8359070501930502,0.0,percent,False,Percent Era (S3-27)
16,4,D. L. Hughley,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,4,Sean Lowe,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,4,Victor Ortiz,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
16,5,Ingo Rademacher,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,5,Alexandra Raisman,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,5,Andy Dick,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
16,5,D. L. Hughley,0.19160138320209977,0.8083986167979003,0.0,percent,False,Percent Era (S3-27)
16,5,Sean Lowe,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,5,Victor Ortiz,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,6,Ingo Rademacher,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,6,Alexandra Raisman,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,6,Andy Dick,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,6,Sean Lowe,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
16,6,Victor Ortiz,0.2237889462555066,0.7762110537444934,0.0,percent,False,Percent Era (S3-27)
16,7,Ingo Rademacher,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,7,Andy Dick,0.32653111224489795,0.673468887755102,0.0,percent,False,Percent Era (S3-27)
16,7,Sean Lowe,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,7,Alexandra Raisman,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
16,8,Ingo Rademacher,1.0,0.0,0.33789987671232874,percent,False,Percent Era (S3-27)
16,8,Sean Lowe,0.37899610045662097,0.6210038995433791,0.3789947671232876,percent,False,Percent Era (S3-27)
16,8,Alexandra Raisman,1.0,0.0,0.2831053561643835,percent,False,Percent Era (S3-27)
16,9,Ingo Rademacher,0.5363646363636364,0.4636353636363636,-0.0,percent,False,Percent Era (S3-27)
16,9,Alexandra Raisman,0.5363646363636363,0.4636353636363637,1.0,percent,False,Percent Era (S3-27)
17,2,Keyshawn Johnson,0.12847244444444444,0.8715275555555555,0.0,percent,False,Percent Era (S3-27)
17,2,Bill Engvall,0.9947926666666667,0.005207333333333342,0.0,percent,False,Percent Era (S3-27)
17,2,Leah Remini,0.9947926666666667,0.005207333333333342,0.9947906666666667,percent,False,Percent Era (S3-27)
17,2,Valerie Harper,0.9947926666666667,0.005207333333333342,0.0,percent,False,Percent Era (S3-27)
17,2,"Nicole ""Snooki"" Polizzi",0.9947926666666667,0.005207333333333342,0.0,percent,False,Percent Era (S3-27)
17,2,Brant Daugherty,0.9947926666666667,0.005207333333333342,0.0,percent,False,Percent Era (S3-27)
17,2,Christina Milian,0.9947926666666667,0.005207333333333342,0.0,percent,False,Percent Era (S3-27)
17,2,Bill Nye,0.9947926666666667,0.005207333333333342,0.005209333333333329,percent,False,Percent Era (S3-27)
17,2,Elizabeth Berkley Lauren,0.9947926666666667,0.005207333333333342,0.0,percent,False,Percent Era (S3-27)
17,3,Bill Engvall,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
17,3,Leah Remini,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
17,3,Valerie Harper,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
17,3,"Nicole ""Snooki"" Polizzi",1.0,0.0,0.0,percent,False,Percent Era (S3-27)
17,3,Brant Daugherty,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
17,3,Christina Milian,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
17,3,Bill Nye,0.16256855601092893,0.8374314439890711,0.0,percent,False,Percent Era (S3-27)
17,3,Elizabeth Berkley Lauren,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
17,4,Bill Engvall,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
17,4,Leah Remini,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
17,4,Valerie Harper,0.17250702425876013,0.8274929757412399,0.0,percent,False,Percent Era (S3-27)
17,4,"Nicole ""Snooki"" Polizzi",1.0,0.0,0.0,percent,False,Percent Era (S3-27)
17,4,Brant Daugherty,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
17,4,Christina Milian,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
17,4,Elizabeth Berkley Lauren,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
17,5,Bill Engvall,0.909089909090909,0.09091009090909097,0.025975025974025984,percent,False,Percent Era (S3-27)
17,5,Leah Remini,0.9090899090909091,0.09091009090909086,0.038962038961038975,percent,False,Percent Era (S3-27)
17,5,"Nicole ""Snooki"" Polizzi",0.909089909090909,0.09091009090909097,0.9155804155844155,percent,False,Percent Era (S3-27)
17,5,Brant Daugherty,0.909089909090909,0.09091009090909097,0.006494506493506496,percent,False,Percent Era (S3-27)
17,5,Elizabeth Berkley Lauren,0.9090899090909091,0.09091009090909086,0.01298801298701299,percent,False,Percent Era (S3-27)
17,5,Christina Milian,0.15151548484848484,0.8484845151515151,0.0,percent,False,Percent Era (S3-27)
17,7,Bill Engvall,0.9813442835820896,0.018655716417910417,0.014926373134328345,percent,False,Percent Era (S3-27)
17,7,Leah Remini,0.9813442835820896,0.018655716417910417,0.0037323432835821005,percent,False,Percent Era (S3-27)
17,7,"Nicole ""Snooki"" Polizzi",0.1985078626865672,0.8014921373134328,0.0,percent,False,Percent Era (S3-27)
17,7,Brant Daugherty,0.9813422835820896,0.018657716417910364,0.9813402835820896,percent,False,Percent Era (S3-27)
17,7,Elizabeth Berkley Lauren,0.9813432835820896,0.018656716417910446,1e-06,percent,False,Percent Era (S3-27)
17,8,Brant Daugherty,0.24038511538461538,0.7596148846153846,0.0,percent,False,Percent Era (S3-27)
17,8,Bill Engvall,0.9519250769230769,0.04807492307692307,0.028847153846153856,percent,False,Percent Era (S3-27)
17,8,Leah Remini,0.9519230769230769,0.04807692307692313,0.0,percent,False,Percent Era (S3-27)
17,8,Elizabeth Berkley Lauren,0.9519250769230769,0.04807492307692307,0.9711528461538461,percent,False,Percent Era (S3-27)
17,9,Bill Engvall,0.8947388421052633,0.10526115789473667,0.09210626315789469,percent,False,Percent Era (S3-27)
17,9,Leah Remini,0.8947388421052632,0.10526115789473678,0.9078937368421053,percent,False,Percent Era (S3-27)
17,9,Elizabeth Berkley Lauren,0.29824628070175446,0.7017537192982455,0.0,percent,False,Percent Era (S3-27)
17,10,Bill Engvall,0.480001,0.519999,1.0,percent,False,Percent Era (S3-27)
17,10,Leah Remini,0.48000099999999996,0.5199990000000001,0.0,percent,False,Percent Era (S3-27)
18,2,Charlie White,0.9655162413793104,0.03448375862068964,0.0,percent,False,Percent Era (S3-27)
18,2,Sean Avery,0.1293105948275862,0.8706894051724138,0.0,percent,False,Percent Era (S3-27)
18,2,Drew Carey,0.9655172413793104,0.03448275862068961,1e-06,percent,False,Percent Era (S3-27)
18,2,James Maslow,0.9655162413793104,0.03448375862068964,0.0,percent,False,Percent Era (S3-27)
18,2,Billy Dee Williams,0.9655182413793103,0.034481758620689695,0.034483758620689656,percent,False,Percent Era (S3-27)
18,2,Cody Simpson,0.9655162413793104,0.03448375862068964,0.0,percent,False,Percent Era (S3-27)
18,2,Diana Nyad,0.23491404310344824,0.7650859568965518,0.0,percent,False,Percent Era (S3-27)
18,2,Danica McKellar,0.9655162413793104,0.03448375862068964,0.0,percent,False,Percent Era (S3-27)
18,2,NeNe Leakes,0.9655172413793104,0.03448275862068961,0.9655152413793103,percent,False,Percent Era (S3-27)
18,5,Charlie White,0.9719636168224299,0.028036383177570068,0.0,percent,False,Percent Era (S3-27)
18,5,Drew Carey,0.9719636168224299,0.028036383177570068,0.028038383177570098,percent,False,Percent Era (S3-27)
18,5,James Maslow,0.9719636168224299,0.028036383177570068,0.9719616168224299,percent,False,Percent Era (S3-27)
18,5,Cody Simpson,0.17445516199376943,0.8255448380062306,0.0,percent,False,Percent Era (S3-27)
18,5,Danica McKellar,0.9719636168224299,0.028036383177570068,0.0,percent,False,Percent Era (S3-27)
18,5,NeNe Leakes,0.9719636168224299,0.028036383177570068,0.0,percent,False,Percent Era (S3-27)
18,6,Charlie White,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
18,6,Drew Carey,0.2139538883720931,0.7860461116279069,0.0,percent,False,Percent Era (S3-27)
18,6,James Maslow,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
18,6,Danica McKellar,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
18,6,NeNe Leakes,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
18,7,Danica McKellar,1.0,0.0,0.24193573387096773,percent,False,Percent Era (S3-27)
18,7,James Maslow,1.0,0.0,0.24910419265232978,percent,False,Percent Era (S3-27)
18,7,Charlie White,1.0,0.0,0.24551996326164874,percent,False,Percent Era (S3-27)
18,7,NeNe Leakes,0.26344136021505377,0.7365586397849462,0.26344011021505376,percent,False,Percent Era (S3-27)
18,8,Danica McKellar,0.33333399999999996,0.666666,0.0,percent,False,Percent Era (S3-27)
18,8,James Maslow,0.9824571403508772,0.017542859649122833,1.0,percent,False,Percent Era (S3-27)
18,8,Charlie White,0.9824571403508772,0.017542859649122833,0.0,percent,False,Percent Era (S3-27)
18,9,James Maslow,0.5000009999999999,0.4999990000000001,1.0,percent,False,Percent Era (S3-27)
18,9,Charlie White,0.500001,0.49999899999999997,0.0,percent,False,Percent Era (S3-27)
19,1,Lolo Jones,0.11941411941391941,0.8805858805860806,0.0,percent,False,Percent Era (S3-27)
19,1,Betsey Johnson,0.9926749926739926,0.007325007326007382,0.007327007326007328,percent,False,Percent Era (S3-27)
19,1,Michael Waltrip,0.9926749926739927,0.007325007326007271,0.0,percent,False,Percent Era (S3-27)
19,1,Tommy Chong,0.9926749926739927,0.007325007326007271,0.0,percent,False,Percent Era (S3-27)
19,1,Bethany Mota,0.9926749926739927,0.007325007326007271,0.0,percent,False,Percent Era (S3-27)
19,1,Randy Couture,0.9926749926739927,0.007325007326007271,0.9926729926739927,percent,False,Percent Era (S3-27)
19,1,Jonathan Bennett,0.9926749926739927,0.007325007326007271,0.0,percent,False,Percent Era (S3-27)
19,1,Lea Thompson,0.9926749926739927,0.007325007326007271,0.0,percent,False,Percent Era (S3-27)
19,1,Tavis Smiley,0.9926749926739927,0.007325007326007271,0.0,percent,False,Percent Era (S3-27)
19,1,Antonio Sabato Jr.,0.9926749926739927,0.007325007326007271,0.0,percent,False,Percent Era (S3-27)
19,2,Betsey Johnson,0.9849046603773585,0.015095339622641535,1e-06,percent,False,Percent Era (S3-27)
19,2,Michael Waltrip,0.9849056603773585,0.015094339622641506,0.01509533962264152,percent,False,Percent Era (S3-27)
19,2,Tommy Chong,0.9849046603773585,0.015095339622641535,0.9849026603773584,percent,False,Percent Era (S3-27)
19,2,Bethany Mota,0.9849036603773584,0.015096339622641564,0.0,percent,False,Percent Era (S3-27)
19,2,Randy Couture,0.9849046603773585,0.015095339622641535,1e-06,percent,False,Percent Era (S3-27)
19,2,Jonathan Bennett,0.9849036603773584,0.015096339622641564,0.0,percent,False,Percent Era (S3-27)
19,2,Lea Thompson,0.9849036603773584,0.015096339622641564,0.0,percent,False,Percent Era (S3-27)
19,2,Tavis Smiley,0.11656206708595393,0.883437932914046,0.0,percent,False,Percent Era (S3-27)
19,2,Antonio Sabato Jr.,0.9849036603773584,0.015096339622641564,0.0,percent,False,Percent Era (S3-27)
19,3,Betsey Johnson,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
19,3,Michael Waltrip,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
19,3,Tommy Chong,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
19,3,Bethany Mota,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
19,3,Randy Couture,0.1455825793172691,0.8544174206827309,0.0,percent,False,Percent Era (S3-27)
19,3,Jonathan Bennett,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
19,3,Lea Thompson,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
19,3,Antonio Sabato Jr.,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
19,4,Betsey Johnson,0.14561795307108352,0.8543820469289165,0.0,percent,False,Percent Era (S3-27)
19,4,Michael Waltrip,0.9516908212560385,0.048309178743961456,0.01932467149758456,percent,False,Percent Era (S3-27)
19,4,Tommy Chong,0.9516908212560387,0.048309178743961345,0.004831917874396157,percent,False,Percent Era (S3-27)
19,4,Bethany Mota,0.9516888212560386,0.0483111787439614,0.0,percent,False,Percent Era (S3-27)
19,4,Jonathan Bennett,0.9516908212560387,0.048309178743961345,0.024155589371980687,percent,False,Percent Era (S3-27)
19,4,Lea Thompson,0.9516888212560386,0.0483111787439614,0.0,percent,False,Percent Era (S3-27)
19,4,Antonio Sabato Jr.,0.9516898212560386,0.048310178743961374,0.9516878212560386,percent,False,Percent Era (S3-27)
19,6,Michael Waltrip,0.9462365591397849,0.05376344086021512,0.010753688172043028,percent,False,Percent Era (S3-27)
19,6,Tommy Chong,0.946236559139785,0.053763440860215006,0.02150637634408603,percent,False,Percent Era (S3-27)
19,6,Bethany Mota,0.9462345591397849,0.053765440860215064,0.9462325591397849,percent,False,Percent Era (S3-27)
19,6,Jonathan Bennett,0.16129065591397848,0.8387093440860215,0.0,percent,False,Percent Era (S3-27)
19,6,Lea Thompson,0.946235559139785,0.053764440860215035,1e-06,percent,False,Percent Era (S3-27)
19,6,Antonio Sabato Jr.,0.946236559139785,0.053763440860215006,0.02150637634408603,percent,False,Percent Era (S3-27)
19,7,Michael Waltrip,0.990626,0.009373999999999993,0.009376000000000021,percent,False,Percent Era (S3-27)
19,7,Tommy Chong,0.990626,0.009373999999999993,0.0,percent,False,Percent Era (S3-27)
19,7,Bethany Mota,0.990626,0.009373999999999993,0.0,percent,False,Percent Era (S3-27)
19,7,Lea Thompson,0.990626,0.009373999999999993,0.990624,percent,False,Percent Era (S3-27)
19,7,Antonio Sabato Jr.,0.21562539999999994,0.7843746,0.0,percent,False,Percent Era (S3-27)
19,8,Bethany Mota,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
19,8,Lea Thompson,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
19,8,Michael Waltrip,0.30158780158730153,0.6984121984126985,0.0,percent,False,Percent Era (S3-27)
19,8,Tommy Chong,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
19,9,Bethany Mota,0.9353243830845771,0.0646756169154229,0.2985077960199005,percent,False,Percent Era (S3-27)
19,9,Lea Thompson,0.31840862686567156,0.6815913731343284,0.3184072935323383,percent,False,Percent Era (S3-27)
19,9,Tommy Chong,0.9353243830845771,0.0646756169154229,0.3830849104477613,percent,False,Percent Era (S3-27)
19,10,Bethany Mota,0.5507256376811593,0.44927436231884066,1.0,percent,False,Percent Era (S3-27)
19,10,Tommy Chong,0.5507256376811595,0.44927436231884055,0.0,percent,False,Percent Era (S3-27)
20,2,Redfoo,0.10112869444444443,0.8988713055555556,0.0,percent,False,Percent Era (S3-27)
20,2,Robert Herjavec,0.8945292499999999,0.10547075000000006,0.01171975,percent,False,Percent Era (S3-27)
20,2,Suzanne Somers,0.8945292499999999,0.10547075000000006,0.9062449999999999,percent,False,Percent Era (S3-27)
20,2,Chris Soules,0.8945292499999999,0.10547075000000006,0.0390635,percent,False,Percent Era (S3-27)
20,2,Patti LaBelle,0.8945292499999999,0.10547075000000006,0.01171975,percent,False,Percent Era (S3-27)
20,2,Willow Shields,0.8945272499999999,0.10547275000000012,0.0,percent,False,Percent Era (S3-27)
20,2,Nastia Liukin,0.8945272499999999,0.10547275000000012,0.0,percent,False,Percent Era (S3-27)
20,2,Charlotte McKinney,0.8945292499999999,0.10547075000000006,0.01953225,percent,False,Percent Era (S3-27)
20,2,Michael Sam,0.8945292499999999,0.10547075000000006,0.01171975,percent,False,Percent Era (S3-27)
20,3,Robert Herjavec,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
20,3,Suzanne Somers,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
20,3,Chris Soules,1.0,0.0,0.999999,percent,False,Percent Era (S3-27)
20,3,Patti LaBelle,1.0,0.0,1e-06,percent,False,Percent Era (S3-27)
20,3,Willow Shields,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
20,3,Nastia Liukin,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
20,3,Charlotte McKinney,0.14814839814814815,0.8518516018518518,0.0,percent,False,Percent Era (S3-27)
20,3,Michael Sam,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
20,4,Robert Herjavec,0.9776775714285715,0.02232242857142852,0.13392871428571435,percent,False,Percent Era (S3-27)
20,4,Suzanne Somers,0.9776795714285714,0.022320428571428574,0.16071442857142862,percent,False,Percent Era (S3-27)
20,4,Chris Soules,0.9776795714285714,0.022320428571428574,0.16517871428571432,percent,False,Percent Era (S3-27)
20,4,Patti LaBelle,0.9776785714285715,0.022321428571428492,0.1517858571428572,percent,False,Percent Era (S3-27)
20,4,Willow Shields,0.9776775714285715,0.02232242857142852,0.11160728571428577,percent,False,Percent Era (S3-27)
20,4,Nastia Liukin,0.9776775714285715,0.02232242857142852,0.1250001428571429,percent,False,Percent Era (S3-27)
20,4,Michael Sam,0.15178600000000003,0.848214,0.1517848571428572,percent,False,Percent Era (S3-27)
20,5,Robert Herjavec,0.9662931348314607,0.03370686516853927,0.02247291011235955,percent,False,Percent Era (S3-27)
20,5,Suzanne Somers,0.17603029588014982,0.8239697041198502,0.0,percent,False,Percent Era (S3-27)
20,5,Chris Soules,0.9662931348314607,0.03370686516853927,0.9719081123595507,percent,False,Percent Era (S3-27)
20,5,Patti LaBelle,0.9662931348314607,0.03370686516853927,0.005618977528089874,percent,False,Percent Era (S3-27)
20,5,Willow Shields,0.9662911348314608,0.033708865168539215,0.0,percent,False,Percent Era (S3-27)
20,5,Nastia Liukin,0.9662911348314608,0.033708865168539215,0.0,percent,False,Percent Era (S3-27)
20,6,Robert Herjavec,0.9971519971509971,0.002848002849002884,0.0028500028490028298,percent,False,Percent Era (S3-27)
20,6,Chris Soules,0.9971519971509972,0.002848002849002773,0.0,percent,False,Percent Era (S3-27)
20,6,Patti LaBelle,0.2062682062678063,0.7937317937321937,0.0,percent,False,Percent Era (S3-27)
20,6,Willow Shields,0.9971519971509972,0.002848002849002773,0.9971499971509972,percent,False,Percent Era (S3-27)
20,6,Nastia Liukin,0.9971519971509972,0.002848002849002773,0.0,percent,False,Percent Era (S3-27)
20,7,Willow Shields,0.2253526126760563,0.7746473873239437,0.0,percent,False,Percent Era (S3-27)
20,7,Nastia Liukin,0.8873239436619718,0.11267605633802824,0.0,percent,False,Percent Era (S3-27)
20,7,Chris Soules,0.8873259436619718,0.11267405633802818,0.05633902816901412,percent,False,Percent Era (S3-27)
20,7,Robert Herjavec,0.8873259436619718,0.11267405633802818,0.9436609718309859,percent,False,Percent Era (S3-27)
20,8,Nastia Liukin,0.7095716237623761,0.29042837623762385,0.4702975297029703,percent,False,Percent Era (S3-27)
20,8,Chris Soules,0.5297039702970298,0.47029602970297024,0.5297024702970297,percent,False,Percent Era (S3-27)
20,8,Robert Herjavec,0.5346544653465347,0.4653455346534653,0.0,percent,False,Percent Era (S3-27)
21,2,Tamar Braxton,0.9900734416873449,0.009926558312655098,0.0,percent,False,Percent Era (S3-27)
21,2,Chaka Khan,0.1375794888337469,0.8624205111662531,0.0,percent,False,Percent Era (S3-27)
21,2,Kim Zolciak-Biermann,0.9900744416873449,0.00992555831265507,1e-06,percent,False,Percent Era (S3-27)
21,2,Victor Espinoza,0.12213973145850565,0.8778602685414943,0.0,percent,False,Percent Era (S3-27)
21,2,Andy Grammer,0.9900734416873449,0.009926558312655098,0.9900714416873448,percent,False,Percent Era (S3-27)
21,2,Carlos PenaVega,0.9900734416873449,0.009926558312655098,0.0,percent,False,Percent Era (S3-27)
21,2,Alexa PenaVega,0.9900734416873449,0.009926558312655098,0.0,percent,False,Percent Era (S3-27)
21,2,Paula Deen,0.9900744416873449,0.00992555831265507,1e-06,percent,False,Percent Era (S3-27)
21,2,Gary Busey,0.9900754416873448,0.009924558312655152,0.009926558312655097,percent,False,Percent Era (S3-27)
21,2,Hayes Grier,0.9900734416873449,0.009926558312655098,0.0,percent,False,Percent Era (S3-27)
21,4,Tamar Braxton,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
21,4,Andy Grammer,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
21,4,Paula Deen,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
21,4,Carlos PenaVega,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
21,4,Alexa PenaVega,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
21,4,Gary Busey,0.18380374340309377,0.8161962565969062,0.0,percent,False,Percent Era (S3-27)
21,4,Hayes Grier,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
21,6,Tamar Braxton,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
21,6,Andy Grammer,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
21,6,Paula Deen,0.21568660784313726,0.7843133921568628,0.0392146862745098,percent,False,Percent Era (S3-27)
21,6,Carlos PenaVega,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
21,6,Alexa PenaVega,1.0,0.0,0.9607853137254903,percent,False,Percent Era (S3-27)
21,6,Hayes Grier,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
21,7,Tamar Braxton,0.9891696750902528,0.010830324909747224,0.007221216606498187,percent,False,Percent Era (S3-27)
21,7,Andy Grammer,0.9891686750902527,0.010831324909747253,1e-06,percent,False,Percent Era (S3-27)
21,7,Carlos PenaVega,0.9891686750902527,0.010831324909747253,1e-06,percent,False,Percent Era (S3-27)
21,7,Alexa PenaVega,0.9891696750902527,0.010830324909747335,0.9927767833935017,percent,False,Percent Era (S3-27)
21,7,Hayes Grier,0.19783433501805053,0.8021656649819495,0.0,percent,False,Percent Era (S3-27)
21,8,Carlos PenaVega,1.0,0.0,0.23148209156578653,percent,False,Percent Era (S3-27)
21,8,Alexa PenaVega,1.0,0.0,0.25000071296553505,percent,False,Percent Era (S3-27)
21,8,Tamar Braxton,1.0,0.0,0.24073955040352077,percent,False,Percent Era (S3-27)
21,8,Andy Grammer,0.2777788950651578,0.7222211049348422,0.2777776450651578,percent,False,Percent Era (S3-27)
21,9,Carlos PenaVega,0.8957075214723926,0.10429247852760737,0.3353786564417178,percent,False,Percent Era (S3-27)
21,9,Alexa PenaVega,0.2985691738241309,0.701430826175869,0.29856784049079754,percent,False,Percent Era (S3-27)
21,9,Tamar Braxton,0.8957075214723926,0.10429247852760737,0.36605350306748463,percent,False,Percent Era (S3-27)
22,2,Kim Fields,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
22,2,Doug Flutie,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
22,2,Von Miller,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
22,2,Antonio Brown,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
22,2,Jodie Sweetin,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
22,2,Marla Maples,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
22,2,Geraldo Rivera,0.1461990526315789,0.8538009473684212,0.0,percent,False,Percent Era (S3-27)
22,2,Mischa Barton,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
22,2,Wanya Morris,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
22,3,Kim Fields,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
22,3,Doug Flutie,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
22,3,Von Miller,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
22,3,Antonio Brown,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
22,3,Jodie Sweetin,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
22,3,Marla Maples,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
22,3,Mischa Barton,0.14285739285714286,0.8571426071428572,0.0,percent,False,Percent Era (S3-27)
22,3,Wanya Morris,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
22,4,Kim Fields,0.9765258215962441,0.023474178403755874,0.0,percent,False,Percent Era (S3-27)
22,4,Antonio Brown,0.9765258215962441,0.023474178403755874,0.0,percent,False,Percent Era (S3-27)
22,4,Von Miller,0.9765258215962441,0.023474178403755874,0.0,percent,False,Percent Era (S3-27)
22,4,Doug Flutie,0.9765278215962441,0.023472178403755928,0.018780342723004703,percent,False,Percent Era (S3-27)
22,4,Marla Maples,0.15425917236753858,0.8457408276324614,0.0,percent,False,Percent Era (S3-27)
22,4,Jodie Sweetin,0.9765278215962441,0.023472178403755928,0.004695835680751186,percent,False,Percent Era (S3-27)
22,4,Wanya Morris,0.9765258215962441,0.023474178403755874,0.9765238215962442,percent,False,Percent Era (S3-27)
22,6,Kim Fields,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
22,6,Antonio Brown,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
22,6,Von Miller,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
22,6,Doug Flutie,0.19333366666666663,0.8066663333333334,0.0,percent,False,Percent Era (S3-27)
22,6,Jodie Sweetin,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
22,6,Wanya Morris,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
22,7,Kim Fields,0.2519088969465648,0.7480911030534352,0.0,percent,False,Percent Era (S3-27)
22,7,Antonio Brown,0.9961837061068702,0.003816293893129763,0.9961822061068702,percent,False,Percent Era (S3-27)
22,7,Von Miller,0.2519088969465648,0.7480911030534352,0.0,percent,False,Percent Era (S3-27)
22,7,Jodie Sweetin,0.9961837061068702,0.003816293893129763,0.0038177938931297775,percent,False,Percent Era (S3-27)
22,7,Wanya Morris,0.9961827061068703,0.0038172938931296807,0.0,percent,False,Percent Era (S3-27)
22,8,Jodie Sweetin,0.30081367479674787,0.6991863252032522,0.0,percent,False,Percent Era (S3-27)
22,8,Wanya Morris,0.9024410243902439,0.09755897560975613,0.9634136341463415,percent,False,Percent Era (S3-27)
22,8,Antonio Brown,0.9024410243902439,0.09755897560975613,0.036586365853658515,percent,False,Percent Era (S3-27)
23,2,Maureen McCormick,0.9923944372623573,0.007605562737642679,0.0,percent,False,Percent Era (S3-27)
23,2,Rick Perry,0.9923964372623574,0.007603562737642622,0.007605562737642595,percent,False,Percent Era (S3-27)
23,2,Jana Kramer,0.9923944372623573,0.007605562737642679,0.0,percent,False,Percent Era (S3-27)
23,2,Jake T. Austin,0.10874544714828897,0.8912545528517111,0.0,percent,False,Percent Era (S3-27)
23,2,Marilu Henner,0.9923944372623573,0.007605562737642679,0.0,percent,False,Percent Era (S3-27)
23,2,Terra Jole,0.9923944372623573,0.007605562737642679,0.9923924372623574,percent,False,Percent Era (S3-27)
23,2,Amber Rose,0.9923954372623573,0.0076045627376426506,1e-06,percent,False,Percent Era (S3-27)
23,2,Ryan Lochte,0.9923954372623575,0.0076045627376425395,1e-06,percent,False,Percent Era (S3-27)
23,2,Babyface,0.9923944372623573,0.007605562737642679,0.0,percent,False,Percent Era (S3-27)
